LocationIdentifier,LocationName,Island,LatDecDeg,LongDecDeg,CP,CP Result,Ent,Enterococcus,Sample No,Date,Time,Temperature,Salinity,DO,DissolvedOxygenSaturation,pH,Turbidity,Comments
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,10,JM07160901,7/16/09,7:00 AM,25.58,35.04,6.25,94.6,7.98,5.81,"partly cloudy, sm surf, lt winds, swimmers, beach"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,JM07160902,7/16/09,7:15 AM,25.41,35.11,5.61,84.7,7.99,2.52,"partly cloudy, sm surf, lt winds, swimmers, beach"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,,1,,2.3,JM07160903,7/16/09,7:30 AM,25.52,35.11,5.99,90.5,8.02,6.24,"partly cloudy, sm surf, lt winds, swimmers, beach"
228,Sans Souci,Oahu,21.263553,-157.822033,<,1,,10,JM07160904,7/16/09,7:45 AM,25.56,35.19,5.66,85.5,8.01,4.22,"partly cloudy, sm surf, lt winds, swimmers, beach"
214,Waialae-Kahala Beach,Oahu,21.269494,-157.776733,,1,,2.3,JM07160905,7/16/09,8:00 AM,25.11,34.35,5.38,80.4,8.03,7.97,"partly cloudy, sm surf, mod winds, beach walkers,"
203,Kahala Hilton Beach,Oahu,21.271208,-157.773678,<,1,,2.3,JM07160906,7/16/09,8:15 AM,24.88,34.71,5.54,82.7,8.03,2.87,"partly cloudy, sm surf, mod winds, beach walkers,"
240,Kawaikui Beach Park,Oahu,21.278764,-157.7448,,6,,20,JM07160907,7/16/09,8:35 AM,25.22,30.25,4.48,65.4,8.03,7.49,"partly cloudy, sm surf, mod winds, beach walkers,"
185,Makaha Beach,Oahu,21.478336,-158.222469,<,1,,2.3,SM07160901,7/16/09,8:20 AM,26.27,34.93,5.91,90.4,8.1,3.97,"sunny, light breeze, shorebreak, surfers"
224,Pokai Bay,Oahu,21.442669,-158.189447,,2,,10,SM07160902,7/16/09,8:40 AM,26.7,34.88,5.82,89.7,8.1,5.24,"sunny, light breeze, swimmers, 3 boats docked in t"
250,Ulehawa Beach,Oahu,21.382461,-158.147306,,1,,10,SM07160903,7/16/09,8:55 AM,26.17,34.93,5.93,90.5,8.12,2.04,"sunny, light breeze"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,,1,,2.3,SM07160904,7/16/09,9:15 AM,26.31,35.01,5.82,89.1,8.16,3.88,"sunny, light breeze, shorebreak"
309,Kahe,Oahu,21.354,-158.130278,,2,,10,SM07160905,7/16/09,9:35 AM,26.53,34.94,6.25,95.9,8.17,2.51,"sunny, light breeze"
236,White Plains Beach,Oahu,21.303417,-158.045433,,2,,2.3,SM07160906,7/16/09,10:00 AM,26.65,35.02,5.94,91.5,8.16,12,"sunny, light breeze, surfers"
189,Ewa Beach,Oahu,21.313597,-157.992011,,2,,2.3,SM07160907,7/16/09,10:30 AM,27.59,34.78,5.85,91.4,8.17,17.5,"sunny, light breeze, swimmers"
208,Kualoa Beach,Oahu,21.514211,-157.836136,<,1,,10,SN07160901,7/16/09,7:10 AM,25.37,35.18,5.22,77.8,7.82,6.05,"sunny, partly cloudy, moderate wind, small waves,"
179,Kaaawa Beach Park,Oahu,21.549817,-157.84655,<,1,,10,SN07160902,7/16/09,7:24 AM,25.85,34.98,5.58,84.6,7.97,2.13,"sunny, partly cloudy, moderate wind, small waves,"
177,Punaluu Beach Park,Oahu,21.577031,-157.8817,,2,,207,SN07160903,7/16/09,7:39 AM,25.24,29.46,5.88,85.4,8,4.35,"constant runoff flow, sunny, partly cloudy, strong"
221,Malaekahana,Oahu,21.662011,-157.929711,,1,,2.3,SN07160904,7/16/09,8:02 AM,25.11,34.72,6.38,93.8,8.02,2.29,"sunny, partly cloudy, moderate wind, moderate wave"
225,Sunset Beach,Oahu,21.673564,-158.041194,,4,,10,SN07160905,7/16/09,8:26 AM,25.32,35.18,6.06,91.1,8.03,1.37,"sunny, partly cloudy, moderate wind, small waves,"
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,<,1,,2.3,SN07160906,7/16/09,8:43 AM,25.89,34.98,6.08,91.7,8.11,1.15,"river not open, boats, sunny, partly cloudy, light"
218,Chun's Reef,Oahu,21.62155,-158.082028,<,1,,10,SN07160907,7/16/09,9:00 AM,25.68,34.97,6.15,92.4,8.12,1.05,"cloudy, no wind, moderate waves, clear"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,<,1,,2.3,DM07150901,7/15/09,7:50 AM,25.08,35.16,5.38,80.6,7.97,3.42,"trades, sunny, choppy, swimmers"
200,Sandy Beach Pt. No. 1,Oahu,21.285647,-157.672783,,1,,10,DM07150902,7/15/09,8:12 AM,25.34,35.25,5.72,86.3,8.17,2.28,"trades, sunny, swimmers, shorebreak 1-3"
216,Makapuu,Oahu,21.312022,-157.660525,<,1,,2.3,DM07150903,7/15/09,8:30 AM,25.66,35.34,5.52,83.7,8.19,2.41,"trades, sunny, swimmers"
197,Waimanalo Beach,Oahu,21.332461,-157.693417,,1,,2.3,DM07150904,7/15/09,8:50 AM,26.34,35.38,5.47,84,8.19,5.24,"trades, sunny"
193,Kailua Beach Park,Oahu,21.398494,-157.727858,,1,,2.3,DM07150905,7/15/09,9:25 AM,26.11,35.44,5.45,83.5,8.11,5.1,"trades, sunny, swimmers, strea closed"
185,Makaha Beach,Oahu,21.478336,-158.222469,,1,,2.3,GH07150901,7/15/09,6:10 AM,25.27,34.21,6.11,91,8.08,3.71,"No wind, clear sky, little murky, small waves"
224,Pokai Bay,Oahu,21.442669,-158.189447,,2,,10,GH07150902,7/15/09,6:35 AM,24.89,34.34,5.66,84.7,8.22,4.04,"No wind, clear sky, calm clear water"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,<,1,,2.3,GH07150903,7/15/09,7:15 AM,25.54,34.3,6,88.8,8.24,3.59,"No wind, clear sky, clear water, medium waves"
236,White Plains Beach,Oahu,21.303417,-158.045433,,2,,2.3,GH07150904,7/15/09,7:40 AM,25.86,34.32,5.66,85.6,8.28,7.31,"Breeze, clear sky, little murky, medium waves"
189,Ewa Beach,Oahu,21.313597,-157.992011,<,1,,2.3,GH07150905,7/15/09,8:20 AM,25.96,34.17,6.11,92.6,8.21,19.6,"Breeze, clear sky, little murky, small waves"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,1,,2.3,JM07150901,7/15/09,7:00 AM,25.48,35.19,4.42,66.8,7.99,4.37,"partly cloudy, lt winds, sm surf, birds on beach,"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,<,1,,2.3,JM07150902,7/15/09,7:15 AM,25.52,35.19,5.6,84.6,8.11,2.5,"partly cloudy, lt winds, sm surf, birds on beach,"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,<,1,,2.3,JM07150903,7/15/09,7:35 AM,25.12,35.02,5.92,88.8,8.1,2.7,"partly cloudy, lt winds, sm surf, swimmers, beach"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,<,1,,2.3,JM07150904,7/15/09,7:50 AM,25.23,35.17,3.13,47,7.9,4.6,"partly cloudy, lt winds, sm surf, swimmers, beach"
317,Sand Island Pt.#7,Oahu,21.311778,-157.889333,,1,,2.3,JM07150905,7/15/09,8:25 AM,25.68,35.27,5.75,87.2,8.16,2.02,"partly cloudy, lt winds, sm surf, beach walkers, c"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,SM07150901,7/15/09,7:20 AM,25.45,35.11,5.96,90,8.06,7.59,"clear sky, light breeze, swimmers"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,20,SM07150902,7/15/09,7:40 AM,25.32,35.03,5.66,85.2,8.02,4.01,"clear sky, light breeze, swimmers"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,<,1,,10,SM07150903,7/15/09,7:50 AM,25.56,35.19,5.82,88,8.08,11.1,"clear sky, light breeze, swimmers"
228,Sans Souci,Oahu,21.263553,-157.822033,,1,,2.3,SM07150904,7/15/09,8:00 AM,25.71,35.2,5.46,82.8,8.04,5.62,"sunny, light breeze, swimmers"
214,Waialae-Kahala Beach,Oahu,21.269494,-157.776733,<,1,,2.3,SM07150905,7/15/09,8:25 AM,25.16,34.28,5.08,75.9,8.07,10.9,"sunny, light breeze"
208,Kualoa Beach,Oahu,21.514211,-157.836136,<,1,,2.3,SN07150901,7/15/09,7:11 AM,24.73,35.15,5.5,82.8,7.84,7.57,"sunny, partly cloudy, strong wind, small waves, mu"
221,Malaekahana,Oahu,21.662011,-157.929711,<,1,,2.3,SN07150902,7/15/09,7:48 AM,24.95,35.01,6.5,96.6,7.95,1.41,"sunny, partly cloudy, strong wind, moderate waves,"
225,Sunset Beach,Oahu,21.673564,-158.041194,<,1,,2.3,SN07150903,7/15/09,8:14 AM,25.2,35.24,6.24,93.5,8.04,0.64,"divers, sunny, partly cloudy, moderate wind, small"
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,<,1,,20,SN07150904,7/15/09,8:31 AM,25.76,35.05,6.03,90.6,8.08,0.71,"river not open, boats, dog swimming, sunny, partly"
218,Chun's Reef,Oahu,21.62155,-158.082028,<,1,,2.3,SN07150905,7/15/09,8:49 AM,25.78,34.61,6.14,91.7,8.08,1.04,"sunny, partly cloudy, light wind, small waves, cle"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,<,1,,20,DM07130901,7/13/09,7:30 AM,26.01,35.36,3.52,53.7,7.78,3.72,"light trades, sunny, swimmers, plenty of sea lettu"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,<,1,,2.3,DM07130902,7/13/09,7:53 AM,25.3,35.25,5.98,90.1,8.12,4.62,"light trades, sunny, swimmers"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,,1,,2.3,DM07130903,7/13/09,8:09 AM,26.1,35.44,5.56,85,8.18,4.43,"light trades, sunny, swimmers"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,<,1,,2.3,DM07130904,7/13/09,8:25 AM,26.54,35.41,5.36,81.1,8.13,15,"light trades, sunny, swimmers, cloudy water"
317,Sand Island Pt.#7,Oahu,21.311778,-157.889333,,4,,10,DM07130905,7/13/09,8:57 AM,26.94,35.41,5.15,79.9,8.19,2.03,"light trades, sunny"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,JD07130901,7/13/09,6:09 AM,26.28,35.3,5.6,85.9,7.95,4.18,"small waves, surfers, fisherman, cloudy sky"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,JD07130902,7/13/09,6:23 AM,25.44,35.11,5.02,75.9,7.96,1.25,"calm, swimmers, few clouds"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,<,1,,2.3,JD07130903,7/13/09,6:34 AM,25.69,35.27,4.68,70.9,8.02,3.51,"small waves, breeze, few clouds"
228,Sans Souci,Oahu,21.263553,-157.822033,,1,,2.3,JD07130904,7/13/09,6:48 AM,26.04,35.44,4.64,71,8.03,2.38,"ripples, swimmers, cloudy sky"
214,Waialae-Kahala Beach,Oahu,21.269494,-157.776733,<,1,,2.3,JD07130905,7/13/09,7:09 AM,24.64,34.25,3.89,57.6,8.03,4.49,"stream open, ripples, fisherman, few clouds"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,,2,,10,JM07130901,7/13/09,7:20 AM,25.06,35.09,5.86,87.8,7.98,3.07,"partly cloudy, mod winds, sm surf, swimmers, beach"
200,Sandy Beach Pt. No. 1,Oahu,21.285647,-157.672783,,1,,2.3,JM07130902,7/13/09,7:45 AM,24.97,35.08,6.11,91.5,8.08,4.95,"partly cloudy, mod winds, sm surf, swimmers, body"
216,Makapuu,Oahu,21.312022,-157.660525,<,1,,2.3,JM07130903,7/13/09,8:05 AM,25.49,35.19,6.03,91.1,8.13,0.97,"mostly cloudy, mod winds, sm surf, swimmers, beach"
197,Waimanalo Beach,Oahu,21.332461,-157.693417,<,1,,10,JM07130904,7/13/09,8:25 AM,25.43,35.11,5.99,90.3,8.09,7.94,"mostly cloudy, mod winds, sm surf, swimmers, beach"
193,Kailua Beach Park,Oahu,21.398494,-157.727858,<,1,,2.3,JM07130905,7/13/09,8:50 AM,25.51,35.34,5.96,90.2,8.06,5.37,"mostly cloudy, mod winds, sm surf, swimmers, beach"
208,Kualoa Beach,Oahu,21.514211,-157.836136,<,1,,2.3,SM07130901,7/13/09,7:40 AM,25.45,34.81,5.91,89,8,5.71,"overcast, moderate wind, drizzle"
221,Malaekahana,Oahu,21.662011,-157.929711,,2,,2.3,SM07130902,7/13/09,8:25 AM,24.82,33.89,7,103.7,8.08,1.71,"overcast, light breeze"
225,Sunset Beach,Oahu,21.673564,-158.041194,,1,,2.3,SM07130903,7/13/09,8:50 AM,25.66,34.97,6.51,98.6,8.11,0.74,"sunny, light breeze"
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,,1,,64,SM07130904,7/13/09,9:10 AM,25.89,34.09,6.55,99,8.17,0.73,"sunny, light breeze, swimmers, Waimea River open"
218,Chun's Reef,Oahu,21.62155,-158.082028,<,1,,2.3,SM07130905,7/13/09,9:30 AM,26.45,33.98,7.1,108.3,8.17,1.44,"sunny, light breeze, surfers"
185,Makaha Beach,Oahu,21.478336,-158.222469,<,1,,2.3,SN07130901,7/13/09,7:26 AM,26.2,35.15,5.97,91.2,8.06,6.51,"streams not flowing, sunny, partly cloudy, light w"
224,Pokai Bay,Oahu,21.442669,-158.189447,,4,,2.3,SN07130902,7/13/09,7:47 AM,25.78,35.13,5.93,89.8,8.13,3.19,"boats, sunny, partly cloudy, light wind, calm clea"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,<,1,,2.3,SN07130903,7/13/09,8:09 AM,26.17,35.22,6.09,92.8,8.15,2.01,"sunny, partly cloudy, light wind, moderate waves,"
236,White Plains Beach,Oahu,21.303417,-158.045433,,1,,2.3,SN07130904,7/13/09,8:40 AM,25.85,35.06,6.23,94.2,8.12,9.73,"sunny, clear skies, moderate wind, moderate waves,"
189,Ewa Beach,Oahu,21.313597,-157.992011,<,1,,2.3,SN07130905,7/13/09,9:17 AM,26.22,35.08,6.19,93.8,8.14,19.1,"sunny, clear skies, moderate wind, moderate waves,"
229,Hawaii Kai,Oahu,21.281789,-157.713781,,6,,10,DM07090901,7/9/09,7:30 AM,24.21,35.71,5.47,80.5,8,6.15,"windy trades, cloudy"
258,Kokee Beach Park,Oahu,21.266947,-157.709983,<,1,,2.3,DM07090902,7/9/09,7:47 AM,24.91,35.38,5.54,83,8.11,5.64,"windy trades, cloudy"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,,1,,2.3,DM07090903,7/9/09,8:08 AM,25.68,35.34,5.1,77.5,8.12,1.13,"windy trades, cloudy, swimmers"
200,Sandy Beach Pt. No. 1,Oahu,21.285647,-157.672783,,1,,2.3,DM07090904,7/9/09,8:25 AM,25.44,35.33,5.5,83.1,8.19,1.39,"windy trades, cloudy, swimmers"
216,Makapuu,Oahu,21.312022,-157.660525,<,1,,2.3,DM07090905,7/9/09,8:40 AM,25.85,35.35,5.43,82.7,8.23,0.88,"windy trades, cloudy, swimmers, wavs 2-3"
197,Waimanalo Beach,Oahu,21.332461,-157.693417,<,1,,2.3,DM07090906,7/9/09,9:00 AM,25.4,35.26,5.38,81.2,8.15,8.48,"windy trades, cloudy, swimmers"
193,Kailua Beach Park,Oahu,21.398494,-157.727858,,1,,2.3,DM07090907,7/9/09,9:40 AM,25.55,35.56,5.6,84.9,8.11,4.32,"windy trades, cloudy, swimmers,stream closed"
205,Waiahole Beach Park,Oahu,21.48485,-157.846842,,30,,137,GH07090901,7/9/09,6:30 AM,22.78,15.36,6.33,81,8.04,16.2,"Windy, overcast, little turbid, small waves"
208,Kualoa Beach,Oahu,21.514211,-157.836136,,4,,2.3,GH07090902,7/9/09,7:00 AM,24.69,34.7,5.4,79.9,8.03,2.34,"Breeze, overcast, clear water, small waves"
242,Kalae o'io Beach Park,Oahu,21.545911,-157.846239,,4,,2.3,GH07090903,7/9/09,7:20 AM,24.85,34.26,5.87,87.2,8.2,22.6,"Breeze, overcast, little murky, small waves"
221,Malaekahana,Oahu,21.662011,-157.929711,,1,,2.3,GH07090904,7/9/09,7:50 AM,23.93,24.47,7.5,106.6,8.33,5.2,"Breeze, overcast, clear water, small waves"
225,Sunset Beach,Oahu,21.673564,-158.041194,<,1,,2.3,GH07090905,7/9/09,8:15 AM,24.77,34.85,5.96,88.6,8.33,3.01,"Breeze, clear sky, clear water, small waves"
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,<,1,,2.3,GH07090906,7/9/09,8:30 AM,24.98,34.64,5.83,87,8.3,2.72,"Breeze, clear sky, clear water, small waves"
218,Chun's Reef,Oahu,21.62155,-158.082028,<,1,,2.3,GH07090907,7/9/09,9:05 AM,24.57,31.07,5.32,75.7,8.34,2.13,"Breeze, overcast, clear water, small waves"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,,1,,53,JD07090901,7/9/09,6:01 AM,25.13,35.39,3.28,49.3,7.76,7.94,"rained earlier, calm, fishermen, algae, murky, ove"
158,"Fort DeRussy Beach, Waikiki",Oahu,21.277944,-157.833908,<,1,,2.3,JD07090902,7/9/09,6:16 AM,25.53,35.26,4.65,70.3,7.93,2.1,"rained earlier, calm, overcast"
312,Ft DeRussy Beach (greater),Oahu,21.279744,-157.836128,<,1,,2.3,JD07090903,7/9/09,6:21 AM,25.6,35.27,4.82,73,7.94,2.16,"rained earlier, calm, fisherman, overcast"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,<,1,,2.3,JD07090904,7/9/09,6:45 AM,24.99,35.23,5.57,83.6,8.02,1.83,"rained earlier, calm, swimmers, overcast"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,<,1,,2.3,JD07090905,7/9/09,6:59 AM,25.36,35.25,5.44,82.1,8.05,2.5,"rained earlier, calm, swimmers, overcast"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,5,,10,JD07090906,7/9/09,7:09 AM,24.14,35.34,4.36,64.5,8,6.79,"rained earlier, calm, swimmers, murky, overcast"
317,Sand Island Pt.#7,Oahu,21.311778,-157.889333,<,1,,2.3,JD07090907,7/9/09,7:42 AM,25.55,35.34,5.38,81.6,8.07,1.77,"calm, boat, cloudy sky"
185,Makaha Beach,Oahu,21.478336,-158.222469,<,1,,2.3,JM07090901,7/9/09,7:50 AM,26,34.99,6.07,92.3,7.93,3.66,"mostly clear, lt winds, sm surf, swimmers, surfers"
224,Pokai Bay,Oahu,21.442669,-158.189447,<,1,,2.3,JM07090902,7/9/09,8:05 AM,25.89,34.91,5.72,86.9,8.05,2.77,"mostly clear, mod winds, sm surf, swimmers, surfer"
186,Maili Beach Park,Oahu,21.420614,-158.178647,<,1,,2.3,JM07090903,7/9/09,8:20 AM,25.96,35.06,5.98,91.1,8.09,0.69,"mostly clear, lt winds, sm surf, campers, trash on"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,<,1,,2.3,JM07090904,7/9/09,8:40 AM,26.13,35.07,5.98,91.4,8.07,1.27,"partly cloudy, lt winds, sm surf, beach walkers, c"
274,Manners,Oahu,21.360108,-158.131958,<,1,,2.3,JM07090905,7/9/09,8:55 AM,25.86,35.06,6,91.2,8.1,1.59,"partly cloudy, lt winds, sm surf, beach walkers, c"
236,White Plains Beach,Oahu,21.303417,-158.045433,<,1,,2.3,JM07090906,7/9/09,9:20 AM,25.79,34.83,6.11,92.6,8.11,10.6,"partly cloudy, lt winds, sm surf, beach walkers, s"
189,Ewa Beach,Oahu,21.313597,-157.992011,,2,,2.3,JM07090907,7/9/09,9:55 AM,25.74,34.9,6.25,94.6,8.13,15.7,"partly cloudy, lt winds, sm surf, beach walkers, c"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,SN07090901,7/9/09,6:29 AM,0,0,0,0,0,5.08,"sunny, partly cloudy, light wind, moderate waves,"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,SN07090902,7/9/09,6:41 AM,0,0,0,0,0,1.43,"sunny, partly cloudy, light wind, calm clear water"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,<,1,,64,SN07090903,7/9/09,6:52 AM,0,0,0,0,0,4.59,"sunny, partly cloudy, light wind, small slightly m"
228,Sans Souci,Oahu,21.263553,-157.822033,<,1,,10,SN07090904,7/9/09,7:08 AM,0,0,0,0,0,2.02,"sunny, partly cloudy, moderate wind, small waves,"
231,Diamond Head Beach - Showers,Oahu,21.255056,-157.806861,,44,,2.3,SN07090905,7/9/09,7:25 AM,0,0,0,0,0,1.72,"sunny, clear skies, moderate wind, moderate waves,"
275,Kaalawai Beach,Oahu,21.257153,-157.796903,<,1,,10,SN07090906,7/9/09,7:42 AM,0,0,0,0,0,0.98,"sunny, clear skies, moderate wind, small waves, cl"
203,Kahala Hilton Beach,Oahu,21.271208,-157.773678,<,1,,2.3,SN07090907,7/9/09,8:05 AM,0,0,0,0,0,2.39,"sunny, partly cloudy, strong wind, calm clear wate"
214,Waialae-Kahala Beach,Oahu,21.269494,-157.776733,<,1,,2.3,SN07090908,7/9/09,8:18 AM,0,0,0,0,0,3.82,"stream not open, sunny, partly cloudy, strong wind"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,DM07080901,7/8/09,7:17 AM,25.91,35.43,5.72,87.1,7.85,4.54,"trades, partly cloudy, swimmers, low tide"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,DM07080902,7/8/09,7:34 AM,25.58,35.26,5.11,77.4,8.09,2.13,"trades, partly cloudy, swimmers, low tide"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,<,1,,2.3,DM07080903,7/8/09,7:48 AM,25.72,35.5,5.14,78.9,8.11,4.76,"trades, partly cloudy, swimmers, low tide"
228,Sans Souci,Oahu,21.263553,-157.822033,,1,,2.3,DM07080904,7/8/09,8:04 AM,26.33,35.53,4.47,68.8,8.08,2.55,"trades, partly cloudy, swimmers, low tide"
214,Waialae-Kahala Beach,Oahu,21.269494,-157.776733,<,1,,2.3,DM07080905,7/8/09,8:24 AM,25.07,33.61,5.21,77.3,8.14,2.88,"trades, partly cloudy, swimmers, low tide, stream"
208,Kualoa Beach,Oahu,21.514211,-157.836136,,1,,2.3,JD07080901,7/8/09,6:44 AM,24.72,34.92,4.95,73.6,7.9,2.01,"ripples, fisherman, cloudy sky"
221,Malaekahana,Oahu,21.662011,-157.929711,,4,,2.3,JD07080902,7/8/09,7:20 AM,23.56,29.74,6.69,94.5,7.95,1.76,"small waves, low tide, overcast"
225,Sunset Beach,Oahu,21.673564,-158.041194,<,1,,2.3,JD07080903,7/8/09,7:41 AM,24.96,35.16,5.82,87.2,8.01,0.76,"choppy, windy, overcast"
172,Waimea Bay Shoreline,Oahu,21.639736,-158.063667,,1,,2.3,JD07080904,7/8/09,7:57 AM,25.15,34.87,5.76,86.4,8.04,0.53,"calm, swimmers, boat, dog, overcast"
218,Chun's Reef,Oahu,21.62155,-158.082028,<,1,,2.3,JD07080905,7/8/09,8:10 AM,24.35,28.91,5.77,82.4,8.08,2.12,"drizzle, calm, fisherman, overcast"
185,Makaha Beach,Oahu,21.478336,-158.222469,<,1,,2.3,JM07080901,7/8/09,8:05 AM,26.08,34.99,6.07,92.5,7.97,3.41,"overcast, lt winds, sm surf, beach walkers, camper"
224,Pokai Bay,Oahu,21.442669,-158.189447,<,1,,10,JM07080902,7/8/09,8:25 AM,25.94,34.84,5.57,84.6,8.03,2.68,"overcast, mod winds, sm surf, beach walkers, campe"
187,Nanakuli Beach Park,Oahu,21.37755,-158.142975,<,1,,2.3,JM07080903,7/8/09,8:50 AM,25.96,35.06,5.96,90.8,8.05,1.34,"overcast, mod winds, sm surf, beach walkers, campe"
236,White Plains Beach,Oahu,21.303417,-158.045433,<,1,,2.3,JM07080904,7/8/09,9:20 AM,25.82,34.83,6.1,92.4,8.07,12,"partly cloudy, mod winds, sm surf, swimmers, beach"
189,Ewa Beach,Oahu,21.313597,-157.992011,<,1,,2.3,JM07080905,7/8/09,9:55 AM,25.76,34.9,6.12,92.8,8.11,11.4,"overcast, mod winds, sm surf, beach walkers, campe"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,<,1,,2.3,SN07080901,7/8/09,6:24 AM,25.27,35.54,2.93,43.2,7.73,12.5,"cloudy, moderate wind, calm murky water"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,<,1,,2.3,SN07080902,7/8/09,6:44 AM,24.62,35.43,5.69,84,8.01,2.2,"cloudy, moderate wind, small waves, clear"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,<,1,,20,SN07080903,7/8/09,6:58 AM,25.35,35.4,5.05,76.3,8.04,4.28,"cloudy, moderate wind, calm slightly murky water"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,,11,,20,SN07080904,7/8/09,7:08 AM,24.65,35.51,3.9,57.8,7.96,3.43,"sunny, partly cloudy, moderate wind, calm clear wa"
317,Sand Island Pt.#7,Oahu,21.311778,-157.889333,,8,,2.3,SN07080905,7/8/09,7:46 AM,25.72,35.42,5.28,80.2,8.09,4.72,"cloudy, drizzle, moderate wind, calm slightly murk"
238,"Moana Beach, Waikiki",Oahu,21.276658,-157.8279,<,1,,2.3,DM07060901,7/6/09,7:18 AM,27.79,35.46,4.36,68.6,8.13,4.17,"cloudy, earlier rain, swimmers"
161,"Kuhio Beach, Waikiki",Oahu,21.271483,-157.823031,<,1,,2.3,DM07060902,7/6/09,7:30 AM,25.5,35.41,5.7,86.3,8,5.44,"rain, swimmers, low tide"
162,"Public Bath Beach, Waikiki",Oahu,21.267614,-157.822642,<,1,,2.3,DM07060903,7/6/09,7:41 AM,25.49,35.41,4.74,71.7,8.1,2.23,"rain, low tide"
228,Sans Souci,Oahu,21.263553,-157.822033,<,1,,2.3,DM07060904,7/6/09,7:57 AM,25.9,35.43,3.93,59.9,8.08,2.67,"cloudy, swimmers, low tide"
214,Waialae-Kahala Beach,Oahu,21.269494,-157.776733,<,1,,2.3,DM07060905,7/6/09,8:17 AM,24.56,32.63,4.45,59.9,8.15,8.68,"cloudy, swimmers, low tide, stream open"
153,"Ala Moana Park, Center",Oahu,21.289447,-157.849822,<,1,,2.3,GH07060901,7/6/09,6:10 AM,23.89,35.1,3.71,54.5,7.64,8.9,"No wind, overcast, calm clear water"
154,"Ala Moana Park, D.H.",Oahu,21.287458,-157.846167,,1,,2.3,GH07060902,7/6/09,6:25 AM,24.93,35.01,5.44,81.3,7.98,4.8,"No wind, overcast, calm clear water, swimmers"
222,Ala Moana Lagoon,Oahu,21.283056,-157.846222,,1,,2.3,GH07060903,7/6/09,6:45 AM,24.44,34.98,5.58,82.7,7.96,4.98,"No wind, overcast, calm clear water"
155,"Kahanamoku Beach, Waikiki",Oahu,21.281519,-157.839492,<,1,,10,GH07060904,7/6/09,7:15 AM,24.75,35.15,2.88,43.3,7.74,5,"Breeze, overcast, drizzle, calm clear water"
305,Sand Island Pt. No 6,Oahu,21.301161,-157.878236,<,1,,2.3,GH07060905,7/6/09,7:50 AM,25.04,35.01,5.72,86,8.01,4.38,"No wind, overcast, drizzle, clear water, small wav"
201,Hanauma Beach Park,Oahu,21.271522,-157.696553,<,1,,2.3,JD07060901,7/6/09,6:08 AM,25.15,35.17,4.88,73.3,7.95,0.54,"rained earlier, calm, overcast"
